request_rate,ip_change,failed_attempts,device_trust,time_of_day,location_risk,is_attack
1.26,0,0,0.73,15,0.25,1
1.24,0,0,0.7,12,0.35,1
0.9,0,0,0.84,13,0.27,1
1.24,0,0,0.72,15,0.26,0
8.75,0,2,0.72,13,0.25,0
1.11,1,0,0.79,18,0.28,0
15.14,0,0,0.84,20,0.18,0
32.71,0,12,0.47,2,0.75,1
1.14,0,0,0.99,11,0.1,0
1.0,0,0,0.72,7,0.11,0
3.4,0,0,0.81,10,0.13,0
41.62,0,0,0.18,0,0.62,1
2.6,1,3,0.54,14,0.73,0
9.62,0,0,0.91,14,0.23,1
0.1,0,0,0.61,8,0.11,0
2.52,1,0,0.75,12,0.09,0
8.01,0,0,0.72,5,0.36,0
43.82,1,6,0.38,1,0.45,1
6.67,0,0,0.88,10,0.06,0
12.22,0,0,0.89,8,0.2,0
3.4,0,0,0.67,10,0.09,0
2.52,0,0,0.68,15,0.0,0
11.57,0,0,0.84,13,0.21,0
2.6,0,0,0.76,14,0.3,0
1.0,0,0,0.6,11,0.11,0
0.49,0,0,0.76,9,0.17,0
11.24,0,1,0.55,1,0.17,0
11.44,0,1,0.87,13,0.36,0
19.2,0,9,0.34,22,0.49,1
6.82,0,4,0.55,17,0.4,0
7.14,0,8,0.56,18,0.17,0
2.31,0,0,0.81,12,0.21,0
6.06,0,3,0.54,16,0.47,0
4.4,0,0,0.82,10,0.07,1
21.81,0,0,0.78,8,0.26,1
2.47,0,0,0.92,12,0.31,0
1.29,0,0,0.82,12,0.01,0
4.85,0,0,0.81,15,0.19,1
3.54,0,0,0.66,16,0.12,0
18.26,1,10,0.39,23,0.65,1
2.75,0,0,0.33,7,0.61,1
2.54,0,2,0.59,15,0.66,1
9.03,0,1,0.71,8,0.15,0
2.92,0,0,0.91,12,0.38,1
29.25,1,1,0.23,23,0.7,1
2.3,0,0,0.83,9,0.3,1
3.35,0,0,0.9,15,0.07,0
13.7,0,1,0.53,21,0.72,1
33.64,0,2,0.42,23,0.64,0
34.01,0,2,0.36,22,0.5,1
2.31,0,1,0.59,6,0.36,0
1.99,0,0,0.83,11,0.12,0
4.14,0,6,0.55,15,0.43,1
5.91,1,1,0.33,6,0.33,1
4.12,0,0,0.76,12,0.18,0
28.58,1,9,0.08,0,0.64,1
1.76,0,0,0.79,18,0.01,0
4.56,0,3,0.38,18,0.37,1
2.91,0,0,0.74,9,0.18,0
10.43,1,2,0.32,2,0.78,1
1.8,0,0,0.81,15,0.15,0
13.24,0,1,0.64,2,0.36,0
8.69,0,1,0.53,20,0.17,1
21.2,0,1,0.81,5,0.11,0
29.09,0,2,0.52,0,0.74,1
35.61,1,1,0.36,20,0.74,1
16.77,0,0,-0.0,22,0.67,1
2.88,1,0,0.87,11,0.31,0
4.38,0,0,0.71,7,0.23,0
4.49,0,0,0.78,16,0.06,0
5.12,0,0,0.45,6,0.1,0
1.7,0,0,0.61,13,0.22,0
16.28,0,13,0.2,0,0.81,1
2.24,0,0,0.32,6,0.85,0
14.62,0,3,0.79,14,0.09,0
5.7,1,0,0.72,13,0.53,0
11.34,0,2,0.89,3,0.3,0
2.97,0,0,0.82,11,0.0,0
0.43,0,0,0.61,17,0.04,0
27.4,1,2,0.47,22,0.88,0
3.9,0,0,0.32,17,0.33,1
2.7,0,0,1.0,11,0.16,0
3.31,1,0,0.69,14,0.57,0
6.06,0,4,0.6,13,0.35,0
2.99,0,0,0.84,16,-0.0,0
45.0,0,0,0.27,20,0.59,1
6.38,1,1,0.33,17,0.51,1
17.36,1,1,0.01,5,0.72,0
30.72,1,3,0.16,20,0.82,1
10.44,1,2,0.9,15,0.01,1
19.97,1,4,0.43,20,0.54,0
33.73,1,2,0.22,20,0.73,1
2.49,0,0,0.83,14,0.01,0
5.92,0,0,0.52,20,0.43,1
1.37,0,0,0.78,11,0.1,0
3.37,0,0,1.0,10,0.12,0
41.97,1,3,0.2,0,0.86,1
1.48,0,0,0.98,13,0.09,0
0.24,0,0,0.75,10,0.19,0
1.34,0,0,0.68,12,0.25,0
7.03,1,0,0.54,12,0.73,1
2.28,0,0,0.76,13,0.3,0
2.2,0,1,0.37,2,0.76,0
2.88,1,0,1.0,10,0.11,0
2.87,0,1,0.69,9,0.23,0
1.53,0,0,0.87,12,0.16,0
3.86,0,0,0.68,10,0.23,0
4.0,0,0,0.66,11,0.16,0
20.63,0,2,0.85,0,0.26,0
4.89,1,0,0.51,15,0.58,1
1.71,0,0,0.7,14,0.21,0
6.72,0,3,0.39,12,0.72,1
1.92,1,8,0.58,15,0.28,0
2.4,0,0,0.83,10,0.27,1
16.34,1,3,0.38,3,0.65,1
36.27,1,0,0.47,0,0.82,1
15.07,0,0,0.85,5,0.18,0
2.27,0,0,0.62,16,0.08,0
13.97,0,0,0.81,14,0.35,0
14.42,1,14,0.0,21,0.83,1
4.48,0,0,0.75,10,0.32,0
4.46,0,0,0.66,15,0.12,0
14.69,0,1,0.97,16,0.1,0
33.02,1,3,0.4,21,0.82,1
3.29,1,0,0.56,13,0.32,1
3.59,0,0,0.83,12,0.26,0
3.72,0,0,0.86,12,0.19,0
4.58,1,0,0.46,14,0.45,1
1.33,0,0,0.77,11,0.15,0
3.33,0,0,0.76,16,0.0,0
13.91,1,0,1.0,10,0.21,1
19.38,1,3,0.19,0,0.86,1
9.08,0,1,0.36,19,0.2,0
1.8,0,1,0.75,9,0.04,0
26.91,1,3,0.06,1,0.59,1
3.91,0,0,0.82,11,0.17,0
5.86,1,0,0.68,17,0.57,1
3.48,0,0,0.97,10,0.08,0
20.94,0,1,0.31,1,0.86,1
3.69,0,0,0.84,8,-0.0,0
4.75,0,0,1.0,8,0.19,0
10.5,1,1,0.45,4,0.69,0
32.4,1,4,0.01,21,0.71,1
3.1,0,0,0.82,18,0.09,1
0.1,1,6,0.87,19,0.42,0
2.38,1,1,0.58,12,0.47,1
29.07,1,6,0.18,20,0.81,1
2.98,1,2,0.78,16,0.21,0
1.69,1,0,0.76,9,0.25,0
10.48,0,0,0.75,10,0.15,0
2.64,1,0,0.91,11,0.31,0
0.1,0,9,0.38,21,1.0,0
3.96,0,1,0.36,14,0.36,0
2.38,0,0,0.73,17,0.23,0
1.26,0,0,0.62,14,0.11,0
1.51,0,0,0.83,13,0.25,0
21.67,0,0,0.85,19,0.18,1
4.51,1,0,0.56,14,0.44,0
4.49,0,0,0.86,13,0.19,0
12.91,1,0,0.12,23,0.63,0
4.81,0,0,0.87,11,0.07,1
2.7,1,3,0.58,14,0.59,0
13.83,1,0,0.58,22,0.61,1
10.06,0,0,0.91,17,0.28,0
4.3,0,0,0.84,11,0.0,1
1.09,0,0,0.72,11,0.35,1
13.71,0,0,0.89,6,0.4,0
1.79,0,0,0.74,15,0.01,0
12.5,1,0,0.43,22,0.65,1
3.41,0,0,0.73,13,0.13,0
6.08,0,0,0.78,6,0.15,0
12.79,0,1,0.75,8,0.19,0
7.92,1,1,0.87,5,0.3,1
8.58,0,1,0.42,9,0.53,1
2.02,0,1,0.64,14,0.57,1
3.56,0,0,0.95,6,0.07,0
17.4,1,4,0.13,1,0.58,1
4.08,0,0,0.87,13,0.31,0
4.13,0,0,0.77,8,0.08,0
2.55,0,0,0.79,14,0.08,0
21.11,1,0,0.45,21,0.77,0
5.37,0,0,0.8,15,0.29,1
6.57,0,0,0.65,3,0.31,0
3.63,0,0,0.88,19,0.12,1
5.06,0,0,0.78,12,0.06,0
5.05,0,1,0.79,12,0.07,0
2.14,0,0,0.76,12,0.06,0
0.84,0,0,0.87,10,0.04,0
5.09,0,1,0.55,13,0.29,0
34.32,1,6,0.29,1,0.84,1
22.38,1,0,0.33,22,0.91,1
4.83,0,0,0.71,10,0.25,0
5.38,0,7,0.51,12,0.24,0
5.68,0,0,0.45,8,0.41,1
3.62,0,1,0.76,12,0.13,0
5.5,1,0,0.25,8,0.67,0
25.0,1,0,0.24,21,0.7,0
5.34,0,0,0.72,9,0.31,1
13.07,0,0,0.86,10,0.1,0
16.14,1,2,0.24,23,0.74,1
5.99,1,0,0.53,15,0.47,0
12.87,0,0,0.13,2,0.81,1
2.93,0,0,0.74,17,0.13,1
21.47,1,0,0.27,5,0.78,1
6.31,1,1,0.67,15,0.31,1
22.13,1,4,0.28,3,0.7,1
3.68,0,0,0.91,15,0.2,0
14.25,1,0,0.32,20,0.92,1
6.12,0,0,0.96,15,0.25,0
3.39,0,1,0.81,2,0.57,0
33.24,1,5,0.48,3,0.94,1
15.95,1,6,0.4,2,0.52,1
7.59,1,6,0.25,20,0.97,1
40.39,1,0,0.62,5,0.55,1
13.48,0,0,0.87,17,0.3,0
16.62,1,4,0.57,8,0.29,1
0.19,1,0,0.33,12,0.25,0
6.14,0,0,0.48,14,0.41,0
6.07,1,0,0.35,5,0.7,1
2.74,0,1,0.87,12,0.25,0
29.28,1,0,0.5,20,0.57,1
5.46,1,2,0.47,15,0.55,1
14.96,0,2,0.89,7,0.12,0
22.3,0,1,0.31,19,0.1,0
3.53,0,1,0.71,13,0.08,0
5.66,0,1,0.46,16,0.19,1
1.6,0,1,0.81,11,0.23,0
3.9,0,0,0.89,15,0.27,1
10.44,0,0,0.87,10,0.24,0
1.78,0,0,0.5,8,0.44,0
2.28,0,1,0.68,6,0.31,0
5.81,0,0,0.69,14,0.32,1
26.96,1,0,0.44,20,1.0,1
1.96,0,3,0.32,12,0.51,0
33.09,1,3,0.18,20,0.99,1
2.56,0,0,0.58,12,0.04,0
4.96,0,0,0.84,15,0.06,0
6.37,0,0,0.81,12,0.21,0
15.9,0,1,0.84,11,0.2,0
3.32,0,0,0.65,12,0.21,1
0.74,0,0,0.82,11,0.24,1
4.98,0,0,0.64,17,0.33,0
22.54,1,2,0.53,21,0.78,1
12.85,0,0,0.88,8,0.3,0
3.77,0,0,0.64,11,0.0,0
29.66,0,4,0.33,20,0.69,1
10.92,0,0,0.76,17,0.33,0
1.87,0,0,0.58,19,0.4,0
3.55,0,0,0.74,7,0.29,0
4.27,0,0,0.71,10,0.26,1
6.92,0,2,0.39,14,0.33,0
44.47,1,2,0.24,5,0.7,0
24.73,0,1,0.46,3,0.71,1
1.53,1,0,0.95,11,0.21,0
2.12,0,3,0.93,10,0.13,1
2.08,0,0,0.86,11,0.1,0
3.01,1,0,0.8,8,0.14,0
1.86,0,0,0.96,11,0.05,0
14.05,0,0,0.88,5,0.26,0
3.53,0,0,0.62,15,0.42,0
1.6,0,0,0.44,10,0.29,0
12.25,0,0,0.84,10,0.29,1
3.11,0,0,0.81,15,0.0,0
27.35,0,4,0.22,1,0.92,1
6.59,0,0,0.41,11,0.52,1
2.98,0,0,0.77,12,0.09,0
11.85,0,0,0.77,10,0.23,0
1.34,0,0,0.72,15,0.06,0
17.99,1,2,0.23,20,0.83,0
4.71,1,0,0.91,7,0.34,0
2.27,0,1,0.82,14,0.17,0
13.94,0,3,0.51,4,0.71,1
2.46,0,0,0.87,11,0.16,1
2.04,0,2,0.55,1,0.17,0
13.52,0,0,0.75,7,0.31,0
4.46,0,3,0.48,19,0.46,0
4.93,0,1,0.64,9,0.27,0
3.04,0,0,0.85,9,0.25,0
16.94,1,0,0.73,3,0.11,0
12.32,1,1,0.61,20,0.3,1
12.36,1,0,0.88,9,0.31,0
4.39,0,1,0.36,14,0.65,1
2.54,0,1,0.81,10,0.3,0
3.66,0,1,0.54,13,0.33,1
24.37,1,0,0.24,23,0.64,1
7.98,0,1,0.86,6,0.72,0
0.1,0,0,0.76,17,0.21,0
4.74,0,4,0.49,14,0.47,1
4.78,0,0,0.98,9,0.11,0
10.74,1,1,0.3,0,0.58,1
10.75,1,1,0.9,9,0.17,0
11.53,0,0,0.86,15,0.26,0
21.29,0,0,0.83,14,0.16,0
4.33,0,0,0.9,17,0.19,0
15.24,1,2,0.19,23,0.88,1
3.97,0,0,0.7,15,0.16,0
4.7,0,5,0.58,14,0.52,1
5.05,0,1,0.89,16,0.39,1
16.63,0,0,0.8,6,0.06,0
2.32,0,0,0.73,17,0.11,0
15.15,0,4,0.87,6,0.23,1
16.76,1,1,0.37,0,0.71,1
16.84,0,0,0.83,13,0.24,1
9.92,0,1,0.72,10,0.26,0
15.84,0,1,0.57,2,0.65,1
5.79,0,0,0.95,9,0.22,0
3.49,0,0,0.76,10,0.26,0
3.74,0,0,0.97,13,0.03,0
38.35,1,9,0.06,3,0.87,1
29.32,0,0,0.24,1,0.59,1
1.7,0,0,0.86,15,0.09,0
14.17,0,0,0.89,14,0.12,0
40.1,1,3,0.11,20,1.0,0
5.51,0,0,0.42,16,0.35,1
16.47,1,6,0.24,3,0.83,0
4.29,0,1,0.76,15,0.1,0
2.39,0,0,0.83,16,0.11,0
6.49,0,2,0.79,11,0.79,0
2.0,0,0,0.63,14,0.43,1
23.02,1,7,0.27,22,0.78,1
24.73,1,1,0.27,1,0.98,1
1.5,0,0,0.74,17,0.26,0
21.17,0,8,0.39,0,0.86,1
40.1,1,0,0.13,4,0.48,1
3.78,0,0,0.6,10,0.05,0
3.88,0,0,0.76,13,0.13,0
36.07,1,1,0.5,20,0.54,1
7.19,0,0,0.44,5,0.21,1
13.72,0,0,1.0,2,0.21,0
13.42,1,0,0.93,12,0.19,0
8.87,1,15,0.6,1,1.0,1
16.17,1,1,0.02,4,0.78,1
7.14,0,0,0.96,9,0.12,0
7.62,0,1,0.88,3,0.26,0
4.08,0,0,0.59,12,0.16,0
4.53,0,0,0.81,13,0.2,0
0.1,0,2,0.71,13,0.28,0
14.42,0,3,0.7,16,0.72,0
4.09,0,1,0.68,12,0.53,1
3.75,0,0,0.67,6,0.36,0
0.1,0,1,0.7,5,0.21,1
14.84,0,1,0.56,18,0.6,0
0.27,1,0,0.88,12,0.19,0
2.4,0,4,0.74,10,0.44,0
7.65,0,6,0.84,7,0.27,0
8.48,0,2,0.21,11,0.37,1
3.59,0,3,0.55,15,0.34,1
5.55,0,0,0.88,19,0.01,0
3.76,0,0,0.87,16,0.21,0
11.7,0,0,0.81,2,0.28,0
2.88,0,0,0.83,13,0.07,0
4.31,1,11,1.0,13,0.35,0
8.08,1,4,0.62,16,0.27,1
5.09,0,0,0.94,12,0.02,0
4.55,0,0,0.8,13,0.16,0
8.84,0,0,0.67,15,0.0,1
4.38,0,1,0.81,16,0.08,0
17.54,0,1,0.59,18,0.6,1
32.98,0,2,0.1,22,0.75,1
0.1,0,0,0.34,21,0.28,0
13.21,0,0,0.89,18,0.24,0
6.03,0,1,0.83,11,0.12,0
22.28,1,1,0.42,21,0.53,1
4.37,0,0,0.77,9,0.2,0
2.24,0,0,0.79,15,0.09,0
3.56,0,0,0.69,14,0.33,0
2.95,0,1,0.95,4,0.2,1
10.33,0,2,0.7,7,0.66,0
16.37,0,1,0.72,13,0.19,0
11.61,1,1,0.3,4,0.73,1
4.88,1,0,0.45,11,0.46,0
8.53,0,0,0.83,17,0.15,0
0.1,1,6,0.49,1,0.66,1
3.1,0,0,1.0,13,0.26,0
14.45,0,1,0.88,12,0.15,0
6.07,0,1,0.38,13,0.16,0
3.99,1,1,0.54,14,0.53,0
33.5,0,2,0.41,0,0.79,1
3.05,0,0,0.79,8,0.34,1
3.22,0,0,0.72,10,0.04,0
5.67,1,0,0.52,16,0.26,0
0.35,0,0,0.97,15,0.19,0
2.59,0,6,0.76,14,0.26,0
5.63,0,6,0.74,17,0.38,0
0.95,0,0,0.84,16,0.11,1
17.62,1,0,0.25,20,0.6,1
6.86,1,0,0.55,10,0.38,1
8.71,1,4,0.74,13,0.44,1
3.27,0,0,0.82,10,0.16,0
27.86,0,4,0.59,2,0.88,1
5.13,0,0,0.8,12,0.11,0
2.02,0,0,0.98,10,0.11,0
21.73,0,0,0.14,22,0.72,1
10.23,0,2,0.92,16,0.16,1
3.57,0,0,0.71,8,0.27,0
16.9,1,1,0.48,4,0.62,0
5.73,0,0,0.79,13,0.11,0
2.77,0,0,0.78,8,0.04,0
3.28,0,1,0.91,13,0.21,0
5.51,0,0,0.76,10,0.35,0
12.26,0,0,1.0,14,0.31,0
4.21,0,1,0.36,14,0.29,0
5.75,0,0,0.77,8,0.05,0
15.74,0,0,0.87,11,0.09,0
13.96,0,1,0.57,14,0.35,1
20.59,1,2,0.18,5,0.95,1
10.44,0,0,0.84,10,0.17,0
5.55,0,0,0.76,17,0.0,0
21.1,0,0,0.76,14,0.24,0
6.89,0,0,0.99,16,0.22,0
32.35,0,2,0.39,3,0.39,1
3.37,1,2,0.4,19,0.67,1
5.32,1,0,0.88,12,0.18,0
1.39,0,0,0.74,13,0.25,0
2.57,0,0,0.72,17,0.16,0
12.48,1,3,0.38,2,0.98,1
4.56,0,0,0.92,14,0.0,0
7.1,1,4,0.47,17,0.48,1
2.57,0,0,0.7,7,0.08,0
5.51,0,0,0.74,9,0.32,0
3.0,0,1,0.78,11,0.1,0
2.16,0,0,0.98,12,0.25,0
14.71,0,0,0.87,10,0.22,0
2.26,1,0,0.68,15,0.08,0
4.83,0,1,0.73,8,0.28,0
1.83,0,1,0.89,15,0.23,0
27.3,1,20,0.24,4,0.84,1
20.1,0,1,0.91,7,0.16,0
2.42,0,0,0.86,15,0.17,0
32.56,1,0,0.34,20,0.74,0
20.9,1,5,0.65,2,0.96,1
2.77,0,0,0.64,10,0.0,0
14.1,0,0,0.8,12,0.13,0
19.06,0,1,0.45,14,0.39,1
16.48,0,0,0.81,18,0.24,1
0.31,0,0,0.88,15,0.28,1
13.77,0,4,0.78,10,0.34,0
12.73,0,5,0.67,2,0.43,0
1.35,0,4,0.47,16,0.45,1
1.92,0,1,0.64,12,0.31,0
4.24,0,0,0.63,15,0.44,0
13.82,0,1,0.85,14,0.18,0
21.13,1,5,0.25,2,0.77,1
18.02,0,0,0.86,8,0.09,1
4.02,0,0,0.87,21,0.23,0
11.0,0,0,0.9,15,0.16,0
7.69,0,0,0.41,9,0.16,0
24.89,0,6,0.26,5,0.67,1
5.09,1,0,0.7,10,0.04,0
3.82,0,0,0.78,7,0.03,0
1.92,0,1,0.67,15,0.12,0
32.25,1,1,0.33,3,0.6,1
2.29,0,0,0.95,14,0.16,1
38.64,1,0,0.3,20,0.47,1
20.31,1,0,0.38,23,0.74,1
5.39,0,0,0.83,9,0.35,0
3.48,0,0,0.51,17,0.13,0
30.42,0,4,0.22,21,1.0,1
0.96,0,0,0.96,14,0.0,0
1.63,0,3,0.43,17,0.49,0
0.1,1,10,0.29,22,0.86,0
5.14,1,4,0.54,13,0.49,0
38.71,1,4,0.55,23,0.63,1
6.85,0,0,0.69,17,0.0,1
8.86,0,0,0.36,16,0.09,0
18.46,0,0,0.85,8,0.25,0
13.51,0,0,0.86,17,0.22,0
1.44,0,0,0.74,13,0.01,0
36.71,1,1,0.16,20,0.88,1
1.2,0,0,0.75,6,0.17,0
8.74,0,3,0.56,22,0.51,0
3.45,0,1,0.92,13,0.15,0
16.29,1,1,0.1,2,0.33,1
14.85,0,1,0.72,12,0.15,0
9.44,0,2,0.59,16,0.53,1
1.13,1,0,0.97,14,0.2,0
3.71,0,3,0.13,1,0.45,1
2.66,0,0,0.99,17,0.2,0
3.64,0,0,0.85,12,0.18,0
29.22,0,5,0.45,21,0.93,1
27.6,1,0,0.11,1,0.53,1
38.61,1,5,0.46,4,0.59,1
4.75,0,0,0.89,13,0.01,0
0.32,0,0,0.89,19,0.08,1
3.49,0,0,0.83,12,0.16,0
0.35,0,0,0.69,13,0.05,0
21.08,1,0,0.25,21,0.62,1
17.19,1,0,0.86,12,0.31,1
2.19,0,0,0.77,16,0.13,0
43.44,0,5,0.12,3,0.77,1
1.86,0,0,0.89,12,0.1,1
16.98,0,0,0.88,11,0.31,0
38.06,0,7,0.27,4,0.7,0
1.87,0,0,0.73,14,0.29,0
0.53,0,0,0.83,17,0.16,1
0.1,0,4,0.41,13,0.47,0
3.3,0,1,0.7,0,0.35,1
37.24,1,11,0.4,1,0.38,1
2.04,0,0,0.75,12,0.29,0
6.27,1,0,0.9,12,0.34,0
2.22,0,0,0.77,10,0.19,1
0.1,1,2,0.64,16,0.47,1
3.56,0,1,0.88,16,0.12,1
7.91,0,2,0.5,4,0.49,0
20.04,1,0,0.32,22,0.57,0
6.4,0,0,0.74,10,0.13,0
3.5,1,0,0.9,19,0.07,0
22.15,1,1,0.14,0,0.86,1
3.29,0,0,0.69,14,0.25,0
4.9,0,0,0.9,15,0.0,0
2.44,1,0,0.82,14,0.0,0
4.62,0,0,0.95,13,0.13,0
36.02,1,1,0.37,2,0.81,1
24.65,1,4,0.0,22,0.7,1
0.35,0,0,0.85,10,0.07,0
31.41,1,2,0.4,4,0.8,1
21.89,1,2,0.08,0,0.96,1
11.71,1,1,0.44,7,0.58,0
2.31,1,1,0.36,7,0.37,0
23.88,1,1,0.18,5,0.69,1
2.66,0,1,0.86,12,0.13,1
15.44,0,0,0.71,12,0.43,0
5.21,0,0,0.97,10,0.08,0
2.75,0,0,0.84,12,0.23,0
3.74,0,0,0.75,15,0.1,1
17.63,0,1,0.83,13,0.05,1
3.19,0,1,0.8,6,0.1,0
2.88,0,0,0.78,10,0.07,0
2.47,0,0,0.81,18,0.14,0
4.93,0,0,0.82,16,0.14,0
1.42,0,0,0.88,11,0.11,0
2.7,0,0,0.89,7,0.1,1
2.78,0,0,0.86,12,0.15,0
4.18,0,2,0.92,8,0.26,0
31.74,1,0,0.24,3,0.5,1
14.61,0,0,0.72,16,0.34,0
5.79,1,3,0.51,11,0.65,1
3.55,0,0,0.7,16,0.46,0
2.31,0,0,0.76,15,0.28,0
1.66,0,0,0.9,12,0.0,0
12.97,0,0,0.84,13,0.18,1
13.33,0,1,0.85,9,0.41,0
48.53,1,0,0.45,0,0.74,1
17.57,1,11,0.44,3,0.72,1
13.86,0,5,0.86,13,0.16,0
24.51,0,6,0.17,23,0.69,1
15.38,0,0,0.86,8,0.18,0
3.88,0,0,0.81,13,0.12,0
2.05,0,0,1.0,15,0.05,0
2.77,0,0,0.73,10,0.1,0
35.86,1,6,0.45,21,0.44,1
0.45,0,0,0.77,13,0.28,0
24.47,1,6,0.12,4,0.68,1
5.46,0,0,0.74,11,0.0,1
9.11,1,2,0.5,20,0.5,1
19.23,0,0,0.98,10,0.18,0
17.25,1,1,0.82,10,0.18,0
2.53,0,0,0.6,10,0.33,1
14.34,0,0,0.91,6,0.29,0
22.91,1,6,0.36,2,0.69,1
24.29,1,1,0.2,21,0.91,0
13.47,1,10,0.15,1,0.8,1
30.7,1,9,0.52,23,0.93,1
4.89,0,7,0.73,12,0.36,1
1.75,0,0,1.0,12,0.16,1
30.82,1,6,0.51,4,0.84,1
3.79,0,1,0.62,9,0.15,1
24.97,0,0,0.18,4,0.5,1
2.13,0,0,0.69,11,0.21,0
2.24,0,0,0.7,7,0.07,0
2.93,0,4,0.67,10,0.37,0
16.44,0,3,0.85,10,0.13,0
1.06,1,5,0.73,8,0.49,0
4.25,0,0,0.82,10,0.29,0
0.85,0,1,0.99,9,0.03,0
30.89,0,0,0.12,4,0.71,1
1.78,0,0,0.8,15,0.07,0
28.03,0,6,0.21,4,0.53,1
8.64,0,3,0.97,8,0.21,0
31.22,1,0,0.06,23,0.5,1
4.23,0,2,0.69,15,0.25,0
19.27,0,1,0.06,23,1.0,0
6.43,1,2,0.72,14,0.41,0
10.83,1,4,0.11,22,0.55,1
36.37,1,0,0.32,23,0.68,1
35.45,1,9,0.39,3,0.32,1
2.88,0,0,0.89,13,0.18,0
4.32,0,0,0.65,13,0.22,0
1.47,0,0,0.62,13,0.26,0
1.43,0,0,0.79,14,0.17,1
9.71,1,19,0.18,21,0.87,1
18.02,0,3,0.24,21,0.49,1
4.79,1,0,0.78,11,0.12,0
1.82,0,0,0.67,10,0.3,0
16.83,0,2,0.94,12,0.14,1
13.71,1,2,0.43,20,0.83,1
3.0,0,0,0.94,9,0.14,0
2.43,0,0,0.56,12,-0.0,0
27.87,1,2,0.18,23,0.58,0
9.3,0,0,0.73,10,0.4,1
5.29,0,0,0.62,16,0.73,1
26.1,1,2,0.45,22,0.77,1
10.44,0,1,0.84,10,0.31,1
0.44,0,0,0.88,12,0.08,0
0.1,0,1,0.22,23,0.33,1
3.17,0,0,0.81,17,0.17,0
21.87,1,6,0.23,20,0.76,1
5.01,1,0,0.67,9,0.67,1
20.85,1,7,0.56,0,0.69,1
4.72,0,0,0.75,16,0.15,1
18.54,0,0,0.86,12,0.2,0
2.42,1,1,0.48,11,0.45,1
12.7,0,0,0.19,2,0.78,1
14.74,0,0,0.43,17,0.61,1
1.58,0,0,0.66,19,0.07,0
12.21,1,0,0.26,5,0.7,1
18.13,1,4,0.27,21,0.58,1
2.72,0,0,0.95,10,0.07,0
3.37,0,0,0.8,10,0.21,0
3.99,0,0,0.92,11,0.1,0
2.12,0,2,0.6,20,0.31,1
2.01,0,1,0.76,12,0.0,0
0.14,0,2,0.68,12,0.42,0
9.43,1,7,0.41,4,0.62,0
27.86,1,1,0.45,3,0.77,1
3.95,1,0,0.93,10,0.08,0
8.23,0,2,0.98,5,0.0,1
4.76,0,0,0.47,19,0.61,0
6.62,1,1,0.41,18,0.55,1
13.87,0,0,0.99,10,0.07,0
12.63,1,0,1.0,16,0.13,0
16.45,1,1,0.41,5,0.48,1
30.69,0,7,0.32,1,0.91,1
4.54,0,0,0.8,14,0.02,0
26.86,1,7,0.15,22,0.72,1
16.77,1,0,0.26,22,0.59,1
4.0,0,0,0.73,15,0.13,0
20.32,0,3,0.72,10,0.13,0
1.05,0,0,1.0,13,0.23,0
23.26,1,0,0.22,2,0.57,1
8.47,0,0,0.61,6,0.02,0
3.44,0,2,0.36,18,0.47,0
6.17,0,0,0.7,10,0.1,0
9.38,0,0,0.87,11,0.31,0
10.17,1,1,0.82,4,0.2,1
0.62,0,0,0.82,16,0.09,0
12.44,0,0,0.74,16,0.34,0
3.37,0,0,0.68,14,0.11,0
10.69,1,0,0.39,1,0.73,1
2.74,0,0,0.76,14,0.18,0
14.23,0,1,0.76,11,0.04,0
6.34,0,1,0.83,14,0.47,1
3.57,0,0,0.94,14,0.14,1
29.27,1,21,0.46,4,0.82,1
3.01,0,0,0.86,11,0.02,0
11.26,1,2,0.17,0,0.7,1
2.19,0,1,0.53,4,0.25,0
0.25,0,0,0.83,13,0.29,0
15.09,0,0,0.91,9,0.15,0
3.84,0,0,0.81,17,0.01,0
36.49,1,3,0.21,4,0.71,0
0.13,0,0,0.79,15,0.16,0
3.11,0,0,0.77,11,0.08,0
4.8,0,0,0.99,13,0.23,0
9.47,0,1,0.68,19,0.18,0
3.45,0,0,0.75,13,0.04,0
2.75,0,1,0.68,15,0.13,1
0.1,0,0,0.73,3,0.23,0
1.08,1,1,0.56,12,0.38,0
2.59,0,0,0.78,8,0.29,0
4.54,1,3,0.47,17,0.31,0
36.56,1,0,0.39,0,0.5,1
0.1,0,0,0.88,10,0.19,0
12.21,0,0,0.76,13,0.17,0
26.3,0,1,0.32,4,0.47,1
38.68,1,2,0.32,5,0.71,1
1.74,0,1,0.83,7,0.3,0
21.1,1,1,0.29,1,0.68,1
9.13,0,0,0.77,11,0.03,0
3.44,0,0,0.94,15,0.16,0
7.36,0,0,0.76,5,0.2,0
14.06,1,3,0.26,23,0.64,1
4.65,0,0,0.85,17,0.38,0
12.07,0,0,0.85,11,0.17,0
2.65,0,0,0.88,11,0.06,1
22.4,1,11,0.23,3,0.54,1
3.48,0,0,0.81,16,0.14,0
18.27,0,0,0.9,17,0.24,0
2.82,0,0,0.62,13,0.28,0
5.93,0,1,0.57,10,0.56,1
1.6,0,0,0.86,16,0.1,0
3.29,0,0,0.96,15,0.2,0
3.05,0,0,0.81,13,0.22,0
7.08,1,1,0.77,14,0.25,1
5.77,0,1,0.78,14,0.65,0
4.72,0,0,0.86,13,0.36,0
0.76,0,0,1.0,14,0.03,0
